Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-08-2020,1700,Ophthalmology,Adult,16-64, 0-3 Months,28
31-08-2020,1700,Ophthalmology,Adult,16-64, 6-9 Months,14
31-08-2020,1700,Ophthalmology,Adult,16-64, 9-12 Months,2
31-08-2020,1700,Ophthalmology,Adult,65+, 3-6 Months,8
31-08-2020,1800,Orthopaedics,Adult,65+,15-18 Months,35
31-08-2020,2000,Plastic Surgery,Adult,16-64, 9-12 Months,4
31-08-2020,2000,Plastic Surgery,Adult,65+, 3-6 Months,17
31-08-2020,2000,Plastic Surgery,Adult,65+, 6-9 Months,11
31-08-2020,2300,Nephrology,Adult,65+, 0-3 Months,23
31-08-2020,2300,Nephrology,Adult,65+, 3-6 Months,20
31-08-2020,2300,Nephrology,Adult,65+, 9-12 Months,1
31-08-2020,2400,Respiratory Medicine,Adult,65+, 0-3 Months,60
31-08-2020,2400,Respiratory Medicine,Adult,65+, 9-12 Months,68
31-08-2020,2400,Respiratory Medicine,Adult,65+,18 Months +,21
31-08-2020,2500,Rheumatology,Adult,16-64, 3-6 Months,84
31-08-2020,2500,Rheumatology,Adult,16-64,12-15 Months,43
31-08-2020,2500,Rheumatology,Adult,65+,15-18 Months,23
31-08-2020,2600,General Surgery,Adult,16-64, 0-3 Months,316
31-08-2020,2600,General Surgery,Adult,16-64, 6-9 Months,84
31-08-2020,2600,General Surgery,Adult,16-64, 9-12 Months,42
31-08-2020,7800,Urology,Adult,16-64, 3-6 Months,152
31-08-2020,7800,Urology,Adult,16-64,12-15 Months,98
31-08-2020,7800,Urology,Adult,65+,15-18 Months,13
31-08-2020,1503,Gynaecology,Adult,65+, 0-3 Months,9
31-08-2020,1503,Gynaecology,Adult,65+, 3-6 Months,8
31-08-2020,1503,Gynaecology,Adult,65+, 9-12 Months,2
31-08-2020,1700,Ophthalmology,Adult,16-64, 0-3 Months,3
31-08-2020,1700,Ophthalmology,Adult,16-64, 6-9 Months,8
31-08-2020,1700,Ophthalmology,Adult,16-64, 9-12 Months,11
31-08-2020,1800,Orthopaedics,Adult,16-64,15-18 Months,9
31-08-2020,1800,Orthopaedics,Adult,65+,18 Months +,1
31-08-2020,1900,Paediatrics,Adult,0-15, 0-3 Months,28
31-08-2020,1900,Paediatrics,Adult,0-15, 6-9 Months,53
31-08-2020,1900,Paediatrics,Adult,0-15, 9-12 Months,40
31-08-2020,1900,Paediatrics,Adult,16-64, 3-6 Months,1
31-08-2020,1900,Paediatrics,Adult,16-64,12-15 Months,1
31-08-2020,2600,General Surgery,Adult,0-15, 3-6 Months,1
31-08-2020,2600,General Surgery,Adult,0-15, 6-9 Months,1
31-08-2020,5000,General Medicine,Adult,65+, 0-3 Months,6
31-08-2020,100,Cardiology,Adult,16-64, 0-3 Months,22
31-08-2020,100,Cardiology,Adult,16-64, 6-9 Months,27
31-08-2020,100,Cardiology,Adult,16-64, 9-12 Months,44
31-08-2020,100,Cardiology,Adult,65+, 3-6 Months,6
31-08-2020,100,Cardiology,Adult,65+,12-15 Months,19
31-08-2020,300,Dermatology,Adult,16-64, 0-3 Months,31
31-08-2020,300,Dermatology,Adult,16-64, 6-9 Months,50
31-08-2020,300,Dermatology,Adult,16-64, 9-12 Months,59
31-08-2020,300,Dermatology,Adult,16-64,18 Months +,8
31-08-2020,300,Dermatology,Adult,65+, 3-6 Months,12
31-08-2020,300,Dermatology,Adult,65+,12-15 Months,34
31-08-2020,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,117
31-08-2020,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,161
31-08-2020,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,138
31-08-2020,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,104
31-08-2020,600,Otolaryngology (ENT),Child,0-15,15-18 Months,59
31-08-2020,600,Otolaryngology (ENT),Child,0-15,18 Months +,45
31-08-2020,1100,Haematology,Adult,65+, 0-3 Months,2
31-08-2020,1300,Neurology,Adult,65+, 0-3 Months,7
31-08-2020,1300,Neurology,Adult,65+, 6-9 Months,1
31-08-2020,1300,Neurology,Adult,65+, 9-12 Months,1
31-08-2020,1503,Gynaecology,Adult,16-64,15-18 Months,92
31-08-2020,1503,Gynaecology,Adult,65+,12-15 Months,6
31-08-2020,1503,Gynaecology,Adult,65+,18 Months +,11
31-08-2020,1800,Orthopaedics,Adult,65+,15-18 Months,68
31-08-2020,1800,Orthopaedics,Adult,65+,18 Months +,162
31-08-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,2
31-08-2020,1800,Orthopaedics,Child,0-15, 6-9 Months,3
31-08-2020,1800,Orthopaedics,Child,0-15,12-15 Months,2
31-08-2020,1900,Paediatrics,Adult,16-64, 6-9 Months,2
31-08-2020,1900,Paediatrics,Child,0-15,15-18 Months,3
31-08-2020,2300,Nephrology,Adult,65+, 0-3 Months,13
31-08-2020,2300,Nephrology,Adult,65+, 3-6 Months,5
31-08-2020,2300,Nephrology,Adult,65+, 6-9 Months,3
31-08-2020,2400,Respiratory Medicine,Adult,16-64,15-18 Months,50
31-08-2020,2400,Respiratory Medicine,Adult,16-64,18 Months +,84
31-08-2020,2400,Respiratory Medicine,Adult,65+, 0-3 Months,30
31-08-2020,2400,Respiratory Medicine,Adult,65+, 3-6 Months,21
31-08-2020,2400,Respiratory Medicine,Adult,65+, 6-9 Months,28
31-08-2020,2400,Respiratory Medicine,Adult,65+, 9-12 Months,29
31-08-2020,2400,Respiratory Medicine,Adult,65+,12-15 Months,29
31-08-2020,2600,General Surgery,Adult,16-64, 3-6 Months,104
31-08-2020,2600,General Surgery,Adult,16-64, 6-9 Months,69
31-08-2020,2600,General Surgery,Adult,16-64,12-15 Months,7
31-08-2020,5000,General Medicine,Adult,16-64,15-18 Months,1
31-08-2020,5000,General Medicine,Adult,65+, 3-6 Months,54
31-08-2020,5000,General Medicine,Adult,65+,12-15 Months,2
31-08-2020,7800,Urology,Adult,16-64, 6-9 Months,42
31-08-2020,300,Dermatology,Adult,16-64,18 Months +,262
31-08-2020,300,Dermatology,Adult,65+, 0-3 Months,100
31-08-2020,300,Dermatology,Adult,65+, 3-6 Months,34
31-08-2020,300,Dermatology,Adult,65+,15-18 Months,24
31-08-2020,1100,Haematology,Adult,16-64, 0-3 Months,31
31-08-2020,1100,Haematology,Adult,16-64, 3-6 Months,25
31-08-2020,1100,Haematology,Adult,16-64,12-15 Months,11
31-08-2020,1100,Haematology,Adult,16-64,15-18 Months,14
31-08-2020,1100,Haematology,Adult,65+, 6-9 Months,8
31-08-2020,1300,Neurology,Adult,16-64, 0-3 Months,19
31-08-2020,1300,Neurology,Adult,16-64,15-18 Months,11
31-08-2020,1300,Neurology,Adult,65+, 6-9 Months,2
31-08-2020,1300,Neurology,Adult,65+,12-15 Months,9
31-08-2020,1800,Orthopaedics,Adult,16-64, 3-6 Months,163
31-08-2020,1800,Orthopaedics,Adult,16-64,12-15 Months,221
31-08-2020,1800,Orthopaedics,Adult,65+, 9-12 Months,89
31-08-2020,2500,Rheumatology,Adult,16-64, 3-6 Months,37
31-08-2020,2500,Rheumatology,Adult,16-64, 6-9 Months,42
31-08-2020,2500,Rheumatology,Adult,16-64,12-15 Months,24
31-08-2020,2500,Rheumatology,Adult,16-64,15-18 Months,35
31-08-2020,5000,General Medicine,Adult,16-64, 6-9 Months,251
31-08-2020,5000,General Medicine,Adult,16-64,18 Months +,96
31-08-2020,5000,General Medicine,Adult,65+, 3-6 Months,82
31-08-2020,5000,General Medicine,Adult,65+,12-15 Months,64
31-08-2020,5000,General Medicine,Adult,65+,15-18 Months,25
31-08-2020,5000,General Medicine,Child,0-15, 0-3 Months,1
31-08-2020,7800,Urology,Adult,16-64, 3-6 Months,6
31-08-2020,7800,Urology,Adult,16-64, 6-9 Months,13
31-08-2020,7800,Urology,Adult,16-64,12-15 Months,2
31-08-2020,8000,Anaesthetics,Adult,16-64, 9-12 Months,6
31-08-2020,8000,Anaesthetics,Adult,16-64,18 Months +,53
31-08-2020,8000,Anaesthetics,Adult,65+, 0-3 Months,4
31-08-2020,8000,Anaesthetics,Adult,65+, 3-6 Months,4
31-08-2020,8000,Anaesthetics,Adult,65+, 6-9 Months,6
31-08-2020,8000,Anaesthetics,Adult,65+,12-15 Months,4
31-08-2020,100,Cardiology,Adult,16-64,18 Months +,146
31-08-2020,100,Cardiology,Adult,65+, 0-3 Months,16
31-08-2020,100,Cardiology,Adult,65+, 3-6 Months,5
31-08-2020,100,Cardiology,Adult,65+,12-15 Months,11
31-08-2020,400,Endocrinology,Adult,16-64, 0-3 Months,51
31-08-2020,400,Endocrinology,Adult,65+, 9-12 Months,5
31-08-2020,402,Diabetes Mellitus,Adult,65+, 0-3 Months,9
31-08-2020,402,Diabetes Mellitus,Adult,65+, 3-6 Months,9
31-08-2020,402,Diabetes Mellitus,Adult,65+, 6-9 Months,10
31-08-2020,402,Diabetes Mellitus,Adult,65+,12-15 Months,2
31-08-2020,402,Diabetes Mellitus,Adult,65+,15-18 Months,3
31-08-2020,1100,Haematology,Adult,65+, 0-3 Months,8
31-08-2020,1100,Haematology,Adult,65+,18 Months +,7
31-08-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,266
31-08-2020,1503,Gynaecology,Adult,16-64,15-18 Months,171
31-08-2020,1503,Gynaecology,Adult,16-64,18 Months +,274
31-08-2020,1503,Gynaecology,Adult,65+, 3-6 Months,4
31-07-2020,300,Dermatology,Adult,65+, 0-3 Months,84
31-07-2020,300,Dermatology,Child,0-15,18 Months +,212
31-07-2020,400,Endocrinology,Adult,16-64, 9-12 Months,18
31-07-2020,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,276
31-07-2020,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,209
31-07-2020,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,108
31-07-2020,700,Gastro-Enterology,Adult,16-64,18 Months +,5
31-07-2020,700,Gastro-Enterology,Adult,65+, 0-3 Months,125
31-07-2020,700,Gastro-Enterology,Adult,65+, 3-6 Months,58
31-07-2020,700,Gastro-Enterology,Adult,65+,12-15 Months,16
31-07-2020,1100,Haematology,Adult,16-64, 0-3 Months,72
31-07-2020,1100,Haematology,Adult,65+, 6-9 Months,30
31-07-2020,1100,Haematology,Adult,65+,15-18 Months,19
31-07-2020,1100,Haematology,Child,0-15, 0-3 Months,1
31-07-2020,1100,Haematology,Child,0-15, 3-6 Months,1
31-07-2020,1100,Haematology,Child,0-15,12-15 Months,1
31-07-2020,1300,Neurology,Adult,16-64, 0-3 Months,471
31-07-2020,1300,Neurology,Adult,65+, 3-6 Months,66
31-07-2020,1300,Neurology,Adult,65+, 6-9 Months,71
31-07-2020,1300,Neurology,Adult,65+,12-15 Months,40
31-07-2020,1300,Neurology,Adult,65+,15-18 Months,38
31-07-2020,1300,Neurology,Child,0-15, 0-3 Months,1
31-07-2020,1300,Neurology,Child,0-15, 3-6 Months,5
31-07-2020,1300,Neurology,Child,0-15,12-15 Months,1
31-07-2020,1503,Gynaecology,Adult,16-64,15-18 Months,29
31-07-2020,1503,Gynaecology,Adult,65+, 9-12 Months,25
31-07-2020,1503,Gynaecology,Child,0-15, 9-12 Months,3
31-07-2020,1600,Oncology,Adult,65+, 0-3 Months,21
31-07-2020,1700,Ophthalmology,Adult,16-64, 3-6 Months,153
31-07-2020,1700,Ophthalmology,Adult,16-64,15-18 Months,119
31-07-2020,1700,Ophthalmology,Adult,65+, 9-12 Months,93
31-07-2020,1800,Orthopaedics,Adult,16-64, 3-6 Months,532
31-07-2020,1800,Orthopaedics,Adult,16-64, 6-9 Months,540
31-07-2020,1800,Orthopaedics,Adult,16-64,12-15 Months,441
31-07-2020,1800,Orthopaedics,Adult,65+, 9-12 Months,273
31-07-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,53
31-07-2020,1800,Orthopaedics,Child,0-15,12-15 Months,10
31-07-2020,1900,Paediatrics,Adult,16-64,18 Months +,1
31-07-2020,1900,Paediatrics,Child,0-15,18 Months +,47
31-07-2020,2000,Plastic Surgery,Adult,16-64,18 Months +,51
31-07-2020,2000,Plastic Surgery,Adult,65+, 0-3 Months,198
31-07-2020,2000,Plastic Surgery,Adult,65+,15-18 Months,15
31-07-2020,2000,Plastic Surgery,Child,0-15,18 Months +,8
31-07-2020,2300,Nephrology,Adult,16-64, 0-3 Months,74
31-07-2020,2300,Nephrology,Adult,16-64, 3-6 Months,64
31-07-2020,2300,Nephrology,Adult,16-64,12-15 Months,29
31-07-2020,2300,Nephrology,Adult,65+, 6-9 Months,27
31-07-2020,2300,Nephrology,Adult,65+,15-18 Months,23
31-07-2020,2300,Nephrology,Child,0-15, 3-6 Months,1
31-07-2020,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,138
31-08-2020,100,Cardiology,Adult,16-64, 3-6 Months,120
31-08-2020,100,Cardiology,Adult,16-64, 6-9 Months,190
31-08-2020,100,Cardiology,Adult,16-64,12-15 Months,165
31-08-2020,100,Cardiology,Adult,65+,15-18 Months,56
31-08-2020,300,Dermatology,Adult,16-64, 3-6 Months,346
31-08-2020,300,Dermatology,Adult,16-64, 6-9 Months,556
31-08-2020,300,Dermatology,Adult,16-64,12-15 Months,451
31-08-2020,300,Dermatology,Adult,65+,15-18 Months,33
31-08-2020,300,Dermatology,Child,0-15,18 Months +,3
31-08-2020,400,Endocrinology,Adult,16-64,15-18 Months,7
31-08-2020,400,Endocrinology,Child,0-15, 9-12 Months,1
31-08-2020,600,Otolaryngology (ENT),Adult,65+,15-18 Months,21
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,3
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,7
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,7
31-08-2020,600,Otolaryngology (ENT),Child,0-15,12-15 Months,2
31-08-2020,601,Paediatric ENT,Adult,16-64, 0-3 Months,1
31-08-2020,601,Paediatric ENT,Adult,16-64, 9-12 Months,1
31-08-2020,601,Paediatric ENT,Adult,16-64,12-15 Months,1
31-08-2020,601,Paediatric ENT,Child,0-15,15-18 Months,79
31-08-2020,1100,Haematology,Adult,16-64, 0-3 Months,62
31-08-2020,1100,Haematology,Adult,16-64, 6-9 Months,9
31-08-2020,1100,Haematology,Adult,16-64, 9-12 Months,14
31-08-2020,1100,Haematology,Adult,16-64,18 Months +,1
31-08-2020,1100,Haematology,Adult,65+, 3-6 Months,7
31-08-2020,1100,Haematology,Adult,65+,12-15 Months,5
31-08-2020,1503,Gynaecology,Adult,16-64,18 Months +,2
31-08-2020,1503,Gynaecology,Adult,65+, 0-3 Months,25
31-08-2020,1503,Gynaecology,Adult,65+, 3-6 Months,10
31-08-2020,1503,Gynaecology,Adult,65+,12-15 Months,1
31-08-2020,1600,Oncology,Adult,16-64, 0-3 Months,4
31-08-2020,1700,Ophthalmology,Child,0-15, 0-3 Months,9
31-08-2020,1700,Ophthalmology,Child,0-15, 9-12 Months,8
31-08-2020,1900,Paediatrics,Child,0-15, 0-3 Months,200
31-08-2020,1900,Paediatrics,Child,0-15, 3-6 Months,182
31-08-2020,1900,Paediatrics,Child,0-15,12-15 Months,58
31-08-2020,2300,Nephrology,Adult,16-64, 0-3 Months,12
31-08-2020,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,38
31-08-2020,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,63
31-08-2020,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,86
31-08-2020,2400,Respiratory Medicine,Adult,16-64,12-15 Months,71
31-08-2020,2400,Respiratory Medicine,Adult,16-64,18 Months +,5
31-08-2020,2600,General Surgery,Child,0-15, 0-3 Months,52
31-08-2020,2600,General Surgery,Child,0-15, 3-6 Months,39
31-08-2020,2600,General Surgery,Child,0-15, 9-12 Months,8
31-08-2020,2700,Infectious Diseases,Adult,16-64, 0-3 Months,2
31-08-2020,2700,Infectious Diseases,Adult,16-64, 3-6 Months,6
31-08-2020,2700,Infectious Diseases,Adult,16-64, 6-9 Months,4
31-08-2020,5000,General Medicine,Adult,65+, 0-3 Months,32
31-08-2020,5000,General Medicine,Adult,65+, 3-6 Months,13
31-08-2020,1503,Gynaecology,Adult,65+, 6-9 Months,12
31-08-2020,1503,Gynaecology,Adult,65+,12-15 Months,13
31-08-2020,1503,Gynaecology,Child,0-15, 0-3 Months,4
31-08-2020,1503,Gynaecology,Child,0-15, 3-6 Months,1
31-08-2020,1503,Gynaecology,Child,0-15, 6-9 Months,4
31-08-2020,1503,Gynaecology,Child,0-15,15-18 Months,2
31-08-2020,1700,Ophthalmology,Adult,16-64, 0-3 Months,27
31-08-2020,1700,Ophthalmology,Adult,65+, 3-6 Months,20
31-08-2020,1700,Ophthalmology,Adult,65+, 6-9 Months,41
31-08-2020,1700,Ophthalmology,Adult,65+,12-15 Months,29
31-08-2020,1700,Ophthalmology,Adult,65+,15-18 Months,21
31-08-2020,1900,Paediatrics,Adult,16-64, 9-12 Months,2
31-08-2020,1900,Paediatrics,Child,0-15, 9-12 Months,91
31-08-2020,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,8
31-08-2020,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,2
31-08-2020,2600,General Surgery,Adult,16-64, 3-6 Months,230
31-08-2020,2600,General Surgery,Adult,16-64, 6-9 Months,306
31-08-2020,2600,General Surgery,Adult,16-64,12-15 Months,150
31-08-2020,2600,General Surgery,Adult,65+, 9-12 Months,57
31-08-2020,2600,General Surgery,Child,0-15, 3-6 Months,18
31-08-2020,2600,General Surgery,Child,0-15, 6-9 Months,24
31-08-2020,2600,General Surgery,Child,0-15,12-15 Months,9
31-08-2020,2600,General Surgery,Child,0-15,15-18 Months,9
31-08-2020,7800,Urology,Adult,16-64, 9-12 Months,87
31-08-2020,7800,Urology,Adult,16-64,18 Months +,91
31-08-2020,7800,Urology,Adult,65+, 0-3 Months,61
31-08-2020,7800,Urology,Adult,65+, 3-6 Months,32
31-08-2020,7800,Urology,Adult,65+,12-15 Months,32
31-08-2020,7800,Urology,Child,0-15,18 Months +,6
31-08-2020,8003,Pain Relief,Adult,16-64, 0-3 Months,2
31-08-2020,8003,Pain Relief,Adult,16-64, 3-6 Months,2
31-08-2020,8003,Pain Relief,Adult,16-64, 6-9 Months,6
31-08-2020,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,445
31-08-2020,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,337
31-08-2020,600,Otolaryngology (ENT),Adult,16-64,18 Months +,2368
31-08-2020,600,Otolaryngology (ENT),Adult,65+,15-18 Months,80
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,144
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,306
31-08-2020,600,Otolaryngology (ENT),Child,0-15,12-15 Months,212
31-08-2020,600,Otolaryngology (ENT),Child,0-15,15-18 Months,286
31-08-2020,1100,Haematology,Adult,16-64, 9-12 Months,34
31-08-2020,1100,Haematology,Adult,65+,18 Months +,22
31-08-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,20
31-08-2020,1503,Gynaecology,Adult,16-64, 6-9 Months,28
31-08-2020,1600,Oncology,Adult,16-64, 0-3 Months,4
31-08-2020,1700,Ophthalmology,Adult,16-64, 0-3 Months,35
31-08-2020,1700,Ophthalmology,Adult,16-64,18 Months +,10
31-08-2020,1700,Ophthalmology,Adult,65+, 3-6 Months,15
30-04-2020,400,Endocrinology,Adult,16-64,15-18 Months,2
30-04-2020,400,Endocrinology,Child,0-15, 0-3 Months,2
30-04-2020,400,Endocrinology,Child,0-15, 3-6 Months,1
30-04-2020,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,187
30-04-2020,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,11
30-04-2020,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,3
30-04-2020,600,Otolaryngology (ENT),Child,0-15,18 Months +,1
30-04-2020,601,Paediatric ENT,Adult,16-64, 9-12 Months,1
30-04-2020,601,Paediatric ENT,Adult,16-64,18 Months +,4
30-04-2020,601,Paediatric ENT,Child,0-15,15-18 Months,91
30-04-2020,700,Gastro-Enterology,Adult,16-64, 3-6 Months,85
30-04-2020,700,Gastro-Enterology,Adult,16-64, 6-9 Months,83
30-04-2020,700,Gastro-Enterology,Adult,16-64,12-15 Months,7
30-04-2020,1100,Haematology,Adult,16-64, 0-3 Months,39
30-04-2020,1100,Haematology,Adult,16-64,18 Months +,7
30-04-2020,1100,Haematology,Adult,65+, 3-6 Months,23
30-04-2020,1100,Haematology,Adult,65+, 6-9 Months,23
30-04-2020,1100,Haematology,Adult,65+, 9-12 Months,12
30-04-2020,1100,Haematology,Adult,65+,12-15 Months,9
30-04-2020,1503,Gynaecology,Adult,65+, 0-3 Months,17
30-04-2020,1503,Gynaecology,Adult,65+, 3-6 Months,13
30-04-2020,1503,Gynaecology,Adult,65+, 6-9 Months,8
30-04-2020,1503,Gynaecology,Adult,65+, 9-12 Months,6
30-04-2020,1600,Oncology,Adult,16-64, 0-3 Months,3
30-04-2020,1700,Ophthalmology,Adult,16-64, 0-3 Months,56
30-04-2020,1700,Ophthalmology,Adult,16-64, 3-6 Months,53
30-04-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,60
30-04-2020,1800,Orthopaedics,Child,0-15,12-15 Months,2
30-04-2020,1900,Paediatrics,Adult,16-64, 3-6 Months,5
30-04-2020,1900,Paediatrics,Adult,16-64, 6-9 Months,3
30-04-2020,1900,Paediatrics,Child,0-15,18 Months +,4
30-04-2020,2300,Nephrology,Adult,16-64, 0-3 Months,10
30-04-2020,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,80
30-04-2020,2400,Respiratory Medicine,Adult,16-64,15-18 Months,3
30-04-2020,2400,Respiratory Medicine,Adult,65+, 3-6 Months,48
30-04-2020,2400,Respiratory Medicine,Adult,65+, 6-9 Months,43
30-04-2020,2400,Respiratory Medicine,Adult,65+,12-15 Months,31
30-04-2020,2600,General Surgery,Adult,16-64, 3-6 Months,141
30-04-2020,2600,General Surgery,Child,0-15, 3-6 Months,40
30-04-2020,2700,Infectious Diseases,Adult,16-64, 0-3 Months,11
30-04-2020,5000,General Medicine,Adult,65+, 0-3 Months,26
30-04-2020,5000,General Medicine,Adult,65+, 3-6 Months,13
30-04-2020,7800,Urology,Child,0-15, 0-3 Months,1
30-04-2020,7800,Urology,Child,0-15, 3-6 Months,1
30-04-2020,100,Cardiology,Adult,16-64, 0-3 Months,532
30-04-2020,100,Cardiology,Adult,16-64, 6-9 Months,171
30-04-2020,100,Cardiology,Adult,16-64, 9-12 Months,118
30-04-2020,100,Cardiology,Adult,65+, 3-6 Months,211
30-04-2020,100,Cardiology,Adult,65+,12-15 Months,29
30-04-2020,300,Dermatology,Adult,16-64, 0-3 Months,365
30-04-2020,300,Dermatology,Adult,16-64, 6-9 Months,412
30-04-2020,300,Dermatology,Adult,16-64, 9-12 Months,324
31-07-2020,2400,Respiratory Medicine,Child,0-15, 9-12 Months,1
31-07-2020,2500,Rheumatology,Adult,16-64, 0-3 Months,132
31-07-2020,2500,Rheumatology,Adult,16-64, 6-9 Months,166
31-07-2020,2500,Rheumatology,Adult,16-64,15-18 Months,127
31-07-2020,2500,Rheumatology,Adult,65+, 3-6 Months,55
31-07-2020,2500,Rheumatology,Adult,65+,12-15 Months,66
31-07-2020,2600,General Surgery,Adult,65+, 9-12 Months,13
31-07-2020,2600,General Surgery,Child,0-15, 9-12 Months,5
31-07-2020,2604,Vascular Surgery,Adult,16-64, 3-6 Months,147
31-07-2020,2604,Vascular Surgery,Adult,16-64,12-15 Months,110
31-07-2020,2604,Vascular Surgery,Adult,65+, 9-12 Months,94
31-07-2020,5000,General Medicine,Adult,16-64,18 Months +,386
31-07-2020,5000,General Medicine,Adult,65+, 0-3 Months,132
31-07-2020,5000,General Medicine,Adult,65+, 3-6 Months,47
31-07-2020,5000,General Medicine,Adult,65+, 6-9 Months,47
31-07-2020,5000,General Medicine,Adult,65+,12-15 Months,25
31-07-2020,5000,General Medicine,Child,0-15, 0-3 Months,2
31-07-2020,5000,General Medicine,Child,0-15,18 Months +,1
31-07-2020,6300,Clinical Pharmacology,Adult,65+, 0-3 Months,2
31-07-2020,6300,Clinical Pharmacology,Adult,65+, 3-6 Months,3
31-07-2020,6300,Clinical Pharmacology,Adult,65+,12-15 Months,4
31-07-2020,6300,Clinical Pharmacology,Adult,65+,15-18 Months,1
31-07-2020,7001,Oral Surgery,Adult,65+, 0-3 Months,37
31-07-2020,7001,Oral Surgery,Adult,65+, 6-9 Months,21
31-07-2020,7001,Oral Surgery,Adult,65+,15-18 Months,25
31-07-2020,7001,Oral Surgery,Child,0-15, 3-6 Months,32
31-07-2020,7001,Oral Surgery,Child,0-15,12-15 Months,16
31-07-2020,7001,Oral Surgery,Child,0-15,18 Months +,56
31-07-2020,7400,Pathology,Adult,16-64, 9-12 Months,18
31-07-2020,7600,Cardio-Thoracic Surgery,Adult,65+, 0-3 Months,4
31-07-2020,7800,Urology,Adult,16-64, 0-3 Months,252
31-07-2020,7800,Urology,Adult,16-64, 6-9 Months,190
31-07-2020,7800,Urology,Adult,16-64,15-18 Months,125
31-07-2020,7800,Urology,Adult,16-64,18 Months +,871
31-07-2020,7800,Urology,Adult,65+, 3-6 Months,138
31-07-2020,7800,Urology,Adult,65+,12-15 Months,97
31-07-2020,7800,Urology,Child,0-15, 0-3 Months,77
31-07-2020,7800,Urology,Child,0-15, 3-6 Months,96
31-07-2020,7800,Urology,Child,0-15, 6-9 Months,64
31-07-2020,7800,Urology,Child,0-15,12-15 Months,41
31-07-2020,7800,Urology,Child,0-15,15-18 Months,43
31-07-2020,7900,Clinical Immunology,Adult,16-64, 0-3 Months,67
31-07-2020,7900,Clinical Immunology,Adult,16-64, 6-9 Months,75
31-07-2020,7900,Clinical Immunology,Adult,16-64,15-18 Months,88
31-07-2020,7900,Clinical Immunology,Child,0-15, 0-3 Months,4
31-07-2020,7900,Clinical Immunology,Child,0-15, 3-6 Months,6
31-07-2020,7900,Clinical Immunology,Child,0-15, 6-9 Months,8
31-07-2020,7900,Clinical Immunology,Child,0-15,15-18 Months,2
31-07-2020,8000,Anaesthetics,Adult,16-64, 9-12 Months,87
31-08-2020,7800,Urology,Adult,65+, 0-3 Months,57
31-08-2020,7800,Urology,Adult,65+, 9-12 Months,81
31-08-2020,7800,Urology,Adult,65+,18 Months +,7
31-08-2020,100,Cardiology,Adult,16-64, 3-6 Months,165
31-08-2020,100,Cardiology,Adult,16-64, 6-9 Months,184
31-08-2020,100,Cardiology,Adult,16-64, 9-12 Months,121
31-08-2020,100,Cardiology,Adult,16-64,12-15 Months,11
31-08-2020,300,Dermatology,Adult,16-64, 3-6 Months,265
31-08-2020,300,Dermatology,Adult,16-64, 6-9 Months,442
31-08-2020,300,Dermatology,Adult,16-64, 9-12 Months,381
31-08-2020,300,Dermatology,Adult,16-64,12-15 Months,268
31-08-2020,400,Endocrinology,Child,0-15, 0-3 Months,2
31-08-2020,600,Otolaryngology (ENT),Adult,65+,15-18 Months,43
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,34
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,41
31-08-2020,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,5
31-08-2020,600,Otolaryngology (ENT),Child,0-15,18 Months +,8
31-08-2020,900,Geriatric Medicine,Adult,16-64, 0-3 Months,2
31-08-2020,900,Geriatric Medicine,Adult,16-64, 6-9 Months,2
31-08-2020,1100,Haematology,Adult,16-64, 0-3 Months,162
31-08-2020,1100,Haematology,Adult,16-64, 9-12 Months,86
